,team,s_time,e_time,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,Huskies_M12,Huskies_D6,Opponent4_M4,Opponent4_M1,Opponent4_M5,Opponent4_D6,Opponent4_M3,Opponent4_F2,Opponent4_D5,Opponent4_F1,Opponent4_D2,Huskies_D5,Huskies_M1,Huskies_F2,Opponent4_D1,Huskies_F5,Huskies_M13,Huskies_D7,Huskies_M6,Huskies_D3,Huskies_G1,Opponent4_G1
14,Opponent4,319.062611,329.09924700000005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,,,,,True,True,,,,,,,,,,,,
15,Opponent4,329.09924700000005,333.2895620000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,,,,,,True,,,,,,,,,,,
16,Opponent4,333.2895620000001,410.582144,3.0,9.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,,,True,True,True,True,True,,,True,,,,,True,,,,,,,
17,Huskies,410.582144,422.412916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,True,,,,,,
18,Opponent4,422.412916,441.38538100000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,,,True,,,,,,,,,,,,,,
19,Huskies,441.38538100000005,530.155205,13.0,21.0,7.0,14.0,1.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,,True,,,,,,,,,,True,True,True,,True,True,True,True,True,,
20,Opponent4,530.155205,532.731179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,,,,True,,,,,,,,,,,,,
21,Opponent4,532.731179,555.949907,0.0,2.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,True,True,True,,,,True,,,,True,,,,,,,
22,Opponent4,555.949907,569.066214,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,True,True,True,,,True,True,,,,,,,,,,,
23,Huskies,569.066214,573.2723599999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,True,,,,,True,,,,,
24,Opponent4,573.2723599999999,630.947612,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,,True,,True,,,,True,,,,,,,
25,Opponent4,630.947612,640.6752700000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,True,,,,,,True,,,,,,,,,,,,
26,Huskies,640.6752700000001,651.231375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,,,,,,,,,,True,,,,,,,,,True,
27,Huskies,651.231375,675.371604,2.0,5.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,True,True,,,True,,,True,,,
28,Opponent4,675.371604,773.518359,1.0,6.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,True,,True,True,,True,,True,,,,True,,,,,,,True
29,Huskies,773.518359,774.577284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,True,,,True,,,
30,Opponent4,774.577284,784.576837,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,,,True,,,,,True,,,,,,,True
31,Opponent4,784.576837,928.598171,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,True,,,True,,,True,,,,,,,,,,,,
32,Opponent4,928.598171,950.693206,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,True,True,True,True,True,,True,,,,,,,,,,,,
33,Opponent4,950.693206,967.360786,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,True,True,True,,,True,,,,,,,,,,,
34,Opponent4,967.360786,973.412514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,True,,,,,,,,,,,,,
35,Huskies,973.412514,988.197931,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,True,,True,,True,,,,
36,Opponent4,988.197931,1008.296146,4.0,6.0,2.0,4.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,,,True,True,True,True,True,,,,True,,,,,,,,,,,
37,Huskies,1008.296146,1015.569293,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,,,,,,,,,,,,,,True,,,True,,,
38,Opponent4,1015.569293,1082.827085,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,True,True,,True,,,,True,,,,,,,,,,,
39,Huskies,1082.827085,1091.428183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,True,True,
40,Opponent4,1091.428183,1147.383514,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,True,,True,,,,True,,,,,,,True
41,Opponent4,1147.383514,1155.720652,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,,True,True,,,,,,,,,,,,,,,
42,Huskies,1155.720652,1255.04772,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,True,True,,True,True,,True,,,
43,Huskies,1255.04772,1310.082599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,True,,True,,,,
44,Opponent4,1310.082599,1317.973831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,,,,,True,,,,,,,,,,,,
45,Huskies,1317.973831,1321.743056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,True,True,,,,,
46,Opponent4,1321.743056,1328.500002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,,True,,,True,,,,,,,,,,,,
47,Huskies,1328.500002,1336.95832,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,,,,,,,,,,,,,,,,True,,True,,
48,Opponent4,1336.95832,1351.139058,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,,,,,,True,,,,True,,,,,,,
49,Opponent4,1351.139058,1393.311495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,,,True,,,,,,,,,,,,
50,Huskies,1393.311495,1396.2292810000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,True,,,,,,,,True,,
51,Opponent4,1396.2292810000001,1427.6270769999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,True,,,,,,,,,,,True,,,,,,,
52,Opponent4,1427.6270769999999,1471.6021560000002,3.0,6.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,,,True,True,True,,True,True,True,True,,,,,,,,,,,,
53,Opponent4,1471.6021560000002,1485.1575189999999,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,True,True,True,,,,True,,,,,,,,,,,,,
54,Huskies,1485.1575189999999,1502.178482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,True,True,,,,
55,Opponent4,1502.178482,1584.776497,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,True,True,,True,,,,,,,,,,,,,,
56,Huskies,1584.776497,1594.705734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,,,,,,,,,,,,,,,,,,,,
57,Opponent4,1594.705734,1617.152763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,,True,,,,,,,,,,,,,,,,
58,Huskies,1617.152763,1637.884243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,True,,,,,,True,,
59,Opponent4,1637.884243,1674.261945,4.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,,,True,,,True,,True,True,,,,,True,,,,,,,
60,Opponent4,1674.261945,1699.2239559999998,4.0,8.0,2.0,6.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,,,True,,True,True,True,,,,True,,,,True,,,,,,,
61,Opponent4,1699.2239559999998,1719.2373309999998,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,,True,,,,,,,,,True,,,,,,,
62,Huskies,1719.2373309999998,1771.9926030000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,True,True,,,,,,,,
63,Huskies,1771.9926030000001,1793.43683,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,True,True,,,,,,True,True,,
64,Huskies,1793.43683,1838.8660719999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,True,,,True,,
65,Opponent4,1838.8660719999998,1865.55507,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,,,,,,True,,,,,,,,,,,,,True
66,Huskies,1865.55507,1870.400836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,True,,,,,True,,,,
67,Opponent4,1870.400836,1879.346013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,True,,,,,True,,,,,,,
68,Opponent4,1879.346013,1887.000745,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,,True,,,,,True,,,,,,,,,,,,
69,Huskies,1887.000745,1897.4286100000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,True,,,,,
70,Huskies,1897.4286100000002,1917.261405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,True,,True,,,,
71,Opponent4,1917.261405,1953.102563,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,,,,,,True,,,,True,,,,,,,True
72,Huskies,1953.102563,1989.905057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,True,,True,,,
73,Huskies,1989.905057,2002.068206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,True,True,,,,,,,,
74,Opponent4,2002.068206,2028.1201399999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,,,,True,,,,,,,,,,,,
75,Huskies,2028.1201399999998,2039.47174,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,,,,,,,,,,,,True,,,True,,,,,
76,Huskies,2039.47174,2052.486395,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,True,True,True,,,,,True,,,
77,Opponent4,2052.486395,2067.411336,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,,True,True,True,,,,,,,,,,,,,
78,Huskies,2067.411336,2094.222663,1.0,6.0,1.0,4.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,,True,,,,,,,,,,True,,,,,True,,True,True,True,
79,Opponent4,2094.222663,2110.8720710000002,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,,True,,,True,,,,,,,True,,,,,,,
80,Opponent4,2110.8720710000002,2169.851233,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,True,,True,,,,True,,,,,,,,,,,,
81,Huskies,2169.851233,2177.223422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,True,True,,,,,
82,Huskies,2177.223422,2187.448997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,True,,,,,,True,,,True,
83,Opponent4,2187.448997,2199.647519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,,,True,,,,,,,,,,,,,,,
84,Huskies,2199.647519,2229.090614,1.0,6.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,,,,,,,,,,True,True,,,,,True,,True,True,
85,Opponent4,2229.090614,2251.1364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,,,,,,,,,,,,,,,,True
86,Huskies,2251.1364,2323.2270510000003,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,True,True,,,,,,,True,True,
87,Huskies,2323.2270510000003,2358.529577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,True,True,,,,,,,,,
88,Huskies,2358.529577,2400.483162,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,True,True,True,True,,,
89,Opponent4,2400.483162,2405.548882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,,,,,,True,,,,,,,,,,,,
90,Huskies,2405.548882,2436.392848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,True,,,,,,
91,Opponent4,2436.392848,2477.0206789999997,3.0,8.0,3.0,8.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,,,True,True,True,True,True,,True,,True,,,,True,,,,,,,
92,Opponent4,2477.0206789999997,2509.557826,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,,,,True,,,,,,,,True,,,,,,,
93,Opponent4,2509.557826,2566.1858420000003,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,,,True,True,,,,,,,,,,,,,
94,Huskies,2566.1858420000003,2583.844844,3.0,10.0,2.0,5.0,0.0,0.0,2.0,0.0,8.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,True,True,True,,,True,,True,,,
95,Huskies,2583.844844,2609.5880429999997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,,,,,,,,,,,,,,,,,,True,True,
96,Opponent4,2609.5880429999997,2713.144548,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,True,True,,,True,,True,,,,,,,,,,,,
97,Opponent4,2713.144548,2761.121574,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,,,,True,True,,,,,,,,,,,,,
98,Huskies,2761.121574,3900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,True,,,,,
